"table_name","column_name","data_type"
"mstr_etl_m_costdetail","is_in_int","boolean"
"mstr_etl_m_costdetail","is_out_int","boolean"
"mstr_etl_m_costdetail","cost_tenant","numeric"
"mstr_etl_m_costdetail","cost_organization","numeric"
"mstr_etl_m_costdetail","cost_warehouse","numeric"
"mstr_fram_f_acct","f_acct_id","bigint"
"mstr_fram_f_acct","tenant_id","bigint"
"mstr_fram_f_acct","org_id","bigint"
"mstr_fram_f_acct","date_id","timestamp without time zone"
"mstr_fram_f_acct","acct_schema_id","bigint"
"mstr_fram_f_acct","cost_center_id","bigint"
"mstr_fram_f_acct","sub_acct_id","bigint"
"mstr_fram_f_acct","acct_id","bigint"
"mstr_fram_f_acct","bpartner_id","bigint"
"mstr_fram_f_acct","employee_id","bigint"
"mstr_fram_f_acct","project_id","bigint"
"mstr_fram_f_acct","activity_id","bigint"
"mstr_fram_f_acct","acct_usrdef1_id","bigint"
"mstr_fram_f_acct","acct_usrdef2_id","bigint"
"mstr_fram_f_acct","prod_id","bigint"
"mstr_fram_f_acct","locator_id","bigint"
"mstr_fram_f_acct","campaign_id","bigint"
"mstr_fram_f_acct","gl_category_id","bigint"
"mstr_fram_f_acct","src_currency_id","bigint"
"mstr_fram_f_acct","acct_amt","numeric"
"mstr_fram_f_acct","acct_amt_d","numeric"
"mstr_fram_f_acct","acct_amt_c","numeric"
"mstr_fram_f_acct","tax_amt","numeric"
"mstr_fram_f_acct","acct_qty","numeric"
"mstr_fram_f_acct","src_amt","numeric"
"mstr_fram_f_acct","src_amt_d","numeric"
"mstr_fram_f_acct","src_amt_c","numeric"
"mstr_fram_f_acct","contract_id","bigint"
"mstr_fram_f_acct","doc_basetype_id","bigint"
"mstr_fram_f_acct","project_phase_id","bigint"
"mstr_fram_f_acct","project_task_id","bigint"
"mstr_fram_f_acct","asset_id","bigint"
"mstr_fram_f_acct","salesregion_id","bigint"
"mstr_fram_f_acct","acct_sign_id","bigint"
"mstr_fram_f_acct_mnth","tenant_id","bigint"
"mstr_fram_f_acct_mnth","org_id","bigint"
"mstr_fram_f_acct_mnth","mnth_id","bigint"
"mstr_fram_f_acct_mnth","acct_schema_id","bigint"
"mstr_fram_f_acct_mnth","cost_center_id","bigint"
"mstr_fram_f_acct_mnth","acct_id","bigint"
"mstr_fram_f_acct_mnth","gl_category_id","bigint"
"mstr_fram_f_acct_mnth","bpartner_id","bigint"
"mstr_fram_f_acct_mnth","salesregion_id","bigint"
"mstr_fram_f_acct_mnth","employee_id","bigint"
"mstr_l_parent_project_hierarchy","proj_parent_l2_type_id","bigint"
"mstr_fram_f_acct_mnth","contract_id","bigint"
"mstr_fram_f_acct_mnth","project_id","bigint"
"mstr_fram_f_acct_mnth","doc_basetype_id","bigint"
"mstr_fram_f_acct_mnth","project_phase_id","bigint"
"mstr_fram_f_acct_mnth","project_task_id","bigint"
"mstr_fram_f_acct_mnth","activity_id","bigint"
"mstr_fram_f_acct_mnth","acct_usrdef1_id","bigint"
"mstr_fram_f_acct_mnth","acct_usrdef2_id","bigint"
"mstr_fram_f_acct_mnth","prod_id","bigint"
"mstr_fram_f_acct_mnth","locator_id","bigint"
"mstr_fram_f_acct_mnth","campaign_id","bigint"
"mstr_fram_f_acct_mnth","src_currency_id","bigint"
"mstr_fram_f_acct_mnth","acct_amt","numeric"
"mstr_fram_f_acct_mnth","acct_amt_d","numeric"
"mstr_fram_f_acct_mnth","acct_amt_c","numeric"
"mstr_fram_f_acct_mnth","tax_amt","numeric"
"mstr_fram_f_acct_mnth","acct_qty","numeric"
"mstr_fram_f_acct_mnth","src_amt","numeric"
"mstr_fram_f_acct_mnth","src_amt_d","numeric"
"mstr_fram_f_acct_mnth","src_amt_c","numeric"
"mstr_fram_f_acct_mnth","acct_sign_id","bigint"
"mstr_fram_f_acct_mnth","asset_id","bigint"
"mstr_fram_f_payable_hist","tenant_id","bigint"
"mstr_fram_f_payable_hist","org_id","bigint"
"mstr_fram_f_payable_hist","cost_center_id","bigint"
"mstr_fram_f_payable_hist","date_id","timestamp without time zone"
"mstr_fram_f_payable_hist","invoice_date_id","timestamp without time zone"
"mstr_fram_f_payable_hist","invoice_id","bigint"
"mstr_fram_f_payable_hist","bpartner_id","bigint"
"mstr_fram_f_payable_hist","acct_usrdef1_id","bigint"
"mstr_fram_f_payable_hist","doc_basetype_id","bigint"
"mstr_fram_f_payable_hist","doc_currency_id","bigint"
"mstr_fram_f_payable_hist","due_date","timestamp without time zone"
"mstr_fram_f_payable_hist","due_date_2","timestamp without time zone"
"mstr_fram_f_payable_hist","open_amt","numeric"
"mstr_fram_f_payable_hist","doc_open_amt","numeric"
"mstr_fram_f_payable_hist","ref_open_amt","numeric"
"mstr_fram_f_payable_hist","open_amt_total","numeric"
"mstr_fram_f_payable_hist","doc_open_amt_total","numeric"
"mstr_fram_f_payable_hist","ref_open_amt_total","numeric"
"mstr_fram_f_payable_hist","bp_location_id","bigint"
"mstr_fram_f_payable_hist","salesregion_id","bigint"
"mstr_fram_f_payable_hist","sales_rep_id","bigint"
"mstr_fram_f_payable_hist","project_id","bigint"
"mstr_fram_f_payable_hist","project_phase_id","bigint"
"mstr_fram_f_payable_hist","activity_id","bigint"
"mstr_fram_f_payable_hist","campaign_id","bigint"
"mstr_fram_f_payable_hist","contract_id","bigint"
"mstr_fram_f_payable_hist","invoice_dateacct_id","timestamp without time zone"
"mstr_fram_f_payable_hist","etl_creation_date","timestamp without time zone"
"mstr_fram_f_payable_hist","is_dirty","boolean"
"mstr_l_parent_project_hierarchy","proj_parent_l1_id","bigint"
"mstr_fram_f_receivable_hist","tenant_id","bigint"
"mstr_fram_f_receivable_hist","org_id","bigint"
"mstr_fram_f_receivable_hist","cost_center_id","bigint"
"mstr_fram_f_receivable_hist","date_id","timestamp without time zone"
"mstr_fram_f_receivable_hist","invoice_date_id","timestamp without time zone"
"mstr_fram_f_receivable_hist","invoice_id","bigint"
"mstr_fram_f_receivable_hist","bpartner_id","bigint"
"mstr_fram_f_receivable_hist","acct_usrdef1_id","bigint"
"mstr_fram_f_receivable_hist","doc_basetype_id","bigint"
"mstr_fram_f_receivable_hist","doc_currency_id","bigint"
"mstr_fram_f_receivable_hist","due_date","timestamp without time zone"
"mstr_fram_f_receivable_hist","due_date_2","timestamp without time zone"
"mstr_fram_f_receivable_hist","open_amt","numeric"
"mstr_fram_f_receivable_hist","doc_open_amt","numeric"
"mstr_fram_f_receivable_hist","ref_open_amt","numeric"
"mstr_l_parent_project_hierarchy","proj_parent_l1_type_id","bigint"
"mstr_fram_f_receivable_hist","open_amt_total","numeric"
"mstr_fram_f_receivable_hist","doc_open_amt_total","numeric"
"mstr_fram_f_receivable_hist","ref_open_amt_total","numeric"
"mstr_fram_f_receivable_hist","bp_location_id","bigint"
"mstr_fram_f_receivable_hist","salesregion_id","bigint"
"mstr_fram_f_receivable_hist","sales_rep_id","bigint"
"mstr_fram_f_receivable_hist","project_id","bigint"
"mstr_fram_f_receivable_hist","project_phase_id","bigint"
"mstr_fram_f_receivable_hist","activity_id","bigint"
"mstr_fram_f_receivable_hist","campaign_id","bigint"
"mstr_fram_f_receivable_hist","contract_id","bigint"
"mstr_fram_f_receivable_hist","invoice_dateacct_id","timestamp without time zone"
"mstr_fram_f_receivable_hist","is_dirty","boolean"
"mstr_fram_f_receivable_hist","etl_creation_date","timestamp without time zone"
"mstr_isam_f_stock_hist_cost","tenant_id","bigint"
"mstr_isam_f_stock_hist_cost","org_id","bigint"
"mstr_isam_f_stock_hist_cost","date_id","timestamp without time zone"
"mstr_isam_f_stock_hist_cost","acct_schema_id","bigint"
"mstr_isam_f_stock_hist_cost","locator_id","bigint"
"mstr_isam_f_stock_hist_cost","prod_id","bigint"
"mstr_isam_f_stock_hist_cost","prod_instance_id","bigint"
"mstr_isam_f_stock_hist_cost","cost_center_id","bigint"
"mstr_isam_f_stock_hist_cost","qty_on_hand","numeric"
"mstr_isam_f_stock_hist_cost","amt_on_hand","numeric"
"mstr_isam_f_stock_hist_cost","etl_creation_date","timestamp without time zone"
"mstr_isam_f_stock_hist_op","tenant_id","bigint"
"mstr_isam_f_stock_hist_op","org_id","bigint"
"mstr_isam_f_stock_hist_op","date_id","timestamp without time zone"
"mstr_l_parent_project_hierarchy","project_id","bigint"
"mstr_isam_f_stock_hist_op","locator_id","bigint"
"mstr_isam_f_stock_hist_op","prod_id","bigint"
"mstr_isam_f_stock_hist_op","prod_instance_id","bigint"
"mstr_isam_f_stock_hist_op","cost_center_id","bigint"
"mstr_isam_f_stock_hist_op","qty_on_hand","numeric"
"mstr_isam_f_stock_hist_op","netweight_on_hand","numeric"
"mstr_isam_f_stock_hist_op","volume_on_hand","numeric"
"mstr_isam_f_stock_hist_op","etl_creation_date","timestamp without time zone"
"mstr_isam_f_stock_tran","f_stock_tran_id","bigint"
"mstr_isam_f_stock_tran","tenant_id","bigint"
"mstr_isam_f_stock_tran","org_id","bigint"
"mstr_isam_f_stock_tran","cost_center_id","bigint"
"mstr_isam_f_stock_tran","date_id","timestamp without time zone"
"mstr_isam_f_stock_tran","locator_id","bigint"
"mstr_isam_f_stock_tran","prod_id","bigint"
"mstr_isam_f_stock_tran","prod_instance_id","bigint"
"mstr_isam_f_stock_tran","movementqty","numeric"
"mstr_isam_f_stock_tran","prod_volume","numeric"
"mstr_isam_f_stock_tran","prod_netweight","numeric"
"mstr_isam_f_stock_tran","etl_creation_date","timestamp without time zone"
"mstr_isam_f_stock_tran","is_dirty","boolean"
"mstr_isam_f_stock_tran_day","tenant_id","bigint"
"mstr_isam_f_stock_tran_day","org_id","bigint"
"mstr_isam_f_stock_tran_day","cost_center_id","bigint"
"mstr_isam_f_stock_tran_day","date_id","timestamp without time zone"
"mstr_isam_f_stock_tran_day","locator_id","bigint"
"mstr_isam_f_stock_tran_day","prod_id","bigint"
"mstr_isam_f_stock_tran_day","prod_instance_id","bigint"
"mstr_isam_f_stock_tran_day","qty","numeric"
"mstr_isam_f_stock_tran_day","qty_in_ext","numeric"
"mstr_isam_f_stock_tran_day","qty_out_ext","numeric"
"mstr_isam_f_stock_tran_day","qty_in_int","numeric"
"mstr_isam_f_stock_tran_day","qty_out_int","numeric"
"mstr_isam_f_stock_tran_day","prod_volume","numeric"
"mstr_isam_f_stock_tran_day","prod_netweight","numeric"
"mstr_pcam_f_project_invoiced","tenant_id","bigint"
"mstr_pcam_f_project_invoiced","org_id","bigint"
"mstr_pcam_f_project_invoiced","date_id","timestamp without time zone"
"mstr_pcam_f_project_invoiced","project_id","bigint"
"mstr_pcam_f_project_invoiced","currency_id","bigint"
"mstr_pcam_f_project_invoiced","invoiced_amt_doc","numeric"
"mstr_pcam_f_project_invoiced","invoiced_amt","numeric"
"mstr_pcam_f_project_invoiced","contract_id","bigint"
"mstr_pcam_f_project_invoiced","sales_rep_id","bigint"
"mstr_pcam_f_project_invoiced","invoiced_hours","numeric"
"mstr_pcam_f_project_invoiced","invoiced_amt_ref","numeric"
"mstr_pcam_f_project_invoiced","activity_id","bigint"
"mstr_pcam_f_project_invoiced","bpartner_id","bigint"
"mstr_pcam_f_project_invoiced","campaign_id","bigint"
"mstr_pcam_f_project_invoiced","cost_center_id","bigint"
"mstr_pcam_f_projphase_invoiced","tenant_id","bigint"
"mstr_pcam_f_projphase_invoiced","org_id","bigint"
"mstr_pcam_f_projphase_invoiced","date_id","timestamp without time zone"
"mstr_pcam_f_projphase_invoiced","project_phase_id","bigint"
"mstr_pcam_f_projphase_invoiced","currency_id","bigint"
"mstr_pcam_f_projphase_invoiced","invoiced_amt_doc","numeric"
"mstr_pcam_f_projphase_invoiced","invoiced_amt","numeric"
"mstr_pcam_f_projphase_invoiced","sales_rep_id","bigint"
"mstr_pcam_f_projphase_invoiced","invoiced_hours","numeric"
"mstr_pcam_f_projphase_invoiced","invoiced_amt_ref","numeric"
"mstr_pcam_f_projphase_invoiced","project_id","bigint"
"mstr_pcam_f_projphase_invoiced","activity_id","bigint"
"mstr_pcam_f_projphase_invoiced","bpartner_id","bigint"
"mstr_pcam_f_projphase_invoiced","campaign_id","bigint"
"mstr_pcam_f_projphase_invoiced","contract_id","bigint"
"mstr_pcam_f_projphase_invoiced","cost_center_id","bigint"
"mstr_pcam_f_request_stock_hist","tenant_id","bigint"
"mstr_pcam_f_request_stock_hist","org_id","bigint"
"mstr_pcam_f_request_stock_hist","date_id","timestamp without time zone"
"mstr_pcam_f_request_stock_hist","request_category_id","bigint"
"mstr_pcam_f_request_stock_hist","request_group_id","bigint"
"mstr_pcam_f_request_stock_hist","request_type_id","bigint"
"mstr_pcam_f_request_stock_hist","request_source_id","bigint"
"mstr_pcam_f_request_stock_hist","bpartner_id","bigint"
"mstr_pcam_f_request_stock_hist","project_id","bigint"
"mstr_pcam_f_request_stock_hist","project_phase_id","bigint"
"mstr_pcam_f_request_stock_hist","project_task_id","bigint"
"mstr_pcam_f_request_stock_hist","prod_family_id","bigint"
"mstr_pcam_f_request_stock_hist","request_functionality_id","bigint"
"mstr_pcam_f_request_stock_hist","request_stock_onhand","numeric"
"mstr_pcam_f_request_stock_hist","created","timestamp without time zone"
"mstr_pcam_f_request_stock_hist","request_priority_id","bigint"
"mstr_psam_f_invoice_line","f_invoice_line_id","bigint"
"mstr_psam_f_invoice_line","tenant_id","bigint"
"mstr_psam_f_invoice_line","org_id","bigint"
"mstr_psam_f_invoice_line","bpartner_id","bigint"
"mstr_psam_f_invoice_line","bp_location_id","bigint"
"mstr_psam_f_invoice_line","invoice_id","bigint"
"mstr_psam_f_invoice_line","invoice_date_id","timestamp without time zone"
"mstr_psam_f_invoice_line","invoice_time_of_day_id","bigint"
"mstr_psam_f_invoice_line","doc_currency_id","bigint"
"mstr_psam_f_invoice_line","cost_center_id","bigint"
"mstr_psam_f_invoice_line","campaign_id","bigint"
"mstr_psam_f_invoice_line","sales_rep_id","bigint"
"mstr_psam_f_invoice_line","prod_id","bigint"
"mstr_psam_f_invoice_line","prod_family_id","bigint"
"mstr_psam_f_invoice_line","project_id","bigint"
"mstr_psam_f_invoice_line","project_phase_id","bigint"
"mstr_psam_f_invoice_line","pricelist_id","bigint"
"mstr_psam_f_invoice_line","order_line_id","bigint"
"mstr_psam_f_invoice_line","prod_volume","numeric"
"mstr_psam_f_invoice_line","prod_netweight","numeric"
"mstr_psam_f_invoice_line","qty_invoiced","numeric"
"mstr_psam_f_invoice_line","gross_amount","numeric"
"mstr_psam_f_invoice_line","net_amount","numeric"
"mstr_psam_f_invoice_line","net_discount","numeric"
"mstr_psam_f_invoice_line","doc_gross_amount","numeric"
"mstr_psam_f_invoice_line","doc_net_amount","numeric"
"mstr_psam_f_invoice_line","doc_net_discount","numeric"
"mstr_psam_f_invoice_line","ref_gross_amount","numeric"
"mstr_psam_f_invoice_line","ref_net_amount","numeric"
"mstr_psam_f_invoice_line","ref_net_discount","numeric"
"mstr_psam_f_invoice_line","created","timestamp without time zone"
"mstr_psam_f_invoice_line","deliv_bpartner_id","bigint"
"mstr_psam_f_invoice_line","deliv_location_id","bigint"
"mstr_psam_f_invoice_line","deliv_salesregion_id","bigint"
"mstr_psam_f_invoice_line","salesregion_id","bigint"
"mstr_psam_f_invoice_line","activity_id","bigint"
"mstr_psam_f_invoice_line","contract_id","bigint"
"mstr_psam_f_invoice_line","project_task_id","bigint"
"mstr_psam_f_invoice_line","charge_id","bigint"
"mstr_psam_f_invoice_line","proj_parent_id","bigint"
"mstr_psam_f_invoice_line","proj_parent_phase_id","bigint"
"mstr_psam_f_invoice_line","resource_id","bigint"
"mstr_psam_f_invoice_line","is_dirty","boolean"
"mstr_scam_f_cust_revenue","f_cust_revenue_id","bigint"
"mstr_scam_f_cust_revenue","tenant_id","bigint"
"mstr_scam_f_cust_revenue","org_id","bigint"
"mstr_scam_f_cust_revenue","bpartner_id","bigint"
"mstr_scam_f_cust_revenue","bp_location_id","bigint"
"mstr_scam_f_cust_revenue","salesregion_id","bigint"
"mstr_scam_f_cust_revenue","deliv_bpartner_id","bigint"
"mstr_scam_f_cust_revenue","deliv_location_id","bigint"
"mstr_scam_f_cust_revenue","deliv_salesregion_id","bigint"
"mstr_scam_f_cust_revenue","invoice_id","bigint"
"mstr_scam_f_cust_revenue","doc_currency_id","bigint"
"mstr_scam_f_cust_revenue","invoice_date_id","timestamp without time zone"
"mstr_scam_f_cust_revenue","invoice_time_of_day_id","bigint"
"mstr_scam_f_cust_revenue","cost_center_id","bigint"
"mstr_scam_f_cust_revenue","campaign_id","bigint"
"mstr_scam_f_cust_revenue","sales_rep_id","bigint"
"mstr_scam_f_cust_revenue","prod_id","bigint"
"mstr_scam_f_cust_revenue","prod_family_id","bigint"
"mstr_scam_f_cust_revenue","project_id","bigint"
"mstr_scam_f_cust_revenue","pricelist_id","bigint"
"mstr_scam_f_cust_revenue","order_line_id","bigint"
"mstr_scam_f_cust_revenue","qty_invoiced","numeric"
"mstr_scam_f_cust_revenue","prod_volume","numeric"
"mstr_scam_f_cust_revenue","prod_netweight","numeric"
"mstr_scam_f_cust_revenue","gross_revenue","numeric"
"mstr_scam_f_cust_revenue","net_revenue","numeric"
"mstr_scam_f_cust_revenue","cost","numeric"
"mstr_scam_f_cust_revenue","net_margin","numeric"
"mstr_scam_f_cust_revenue","net_discount","numeric"
"mstr_scam_f_cust_revenue","allocated_discount","numeric"
"mstr_scam_f_cust_revenue","points_discount","numeric"
"mstr_scam_f_cust_revenue","operating_revenue","numeric"
"mstr_scam_f_cust_revenue","operating_margin","numeric"
"mstr_scam_f_cust_revenue","doc_gross_revenue","numeric"
"mstr_scam_f_cust_revenue","doc_net_revenue","numeric"
"mstr_scam_f_cust_revenue","doc_cost","numeric"
"mstr_scam_f_cust_revenue","doc_net_margin","numeric"
"mstr_scam_f_cust_revenue","doc_net_discount","numeric"
"mstr_scam_f_cust_revenue","doc_allocated_discount","numeric"
"mstr_scam_f_cust_revenue","doc_points_discount","numeric"
"mstr_scam_f_cust_revenue","doc_operating_revenue","numeric"
"mstr_scam_f_cust_revenue","doc_operating_margin","numeric"
"mstr_scam_f_cust_revenue","ref_gross_revenue","numeric"
"mstr_scam_f_cust_revenue","ref_net_revenue","numeric"
"mstr_scam_f_cust_revenue","ref_cost","numeric"
"mstr_scam_f_cust_revenue","ref_net_margin","numeric"
"mstr_scam_f_cust_revenue","ref_net_discount","numeric"
"mstr_scam_f_cust_revenue","ref_allocated_discount","numeric"
"mstr_scam_f_cust_revenue","ref_points_discount","numeric"
"mstr_scam_f_cust_revenue","ref_operating_revenue","numeric"
"mstr_scam_f_cust_revenue","ref_operating_margin","numeric"
"mstr_scam_f_cust_revenue","project_phase_id","bigint"
"mstr_scam_f_cust_revenue","promo_version_id","bigint"
"mstr_scam_f_cust_revenue","cost_2","numeric"
"mstr_scam_f_cust_revenue","doc_cost_2","numeric"
"mstr_scam_f_cust_revenue","ref_cost_2","numeric"
"mstr_scam_f_cust_revenue","activity_id","bigint"
"mstr_scam_f_cust_revenue","contract_id","bigint"
"mstr_scam_f_cust_revenue","project_task_id","bigint"
"mstr_scam_f_cust_revenue","allocated_discount_2","numeric"
"mstr_scam_f_cust_revenue","operating_revenue_2","numeric"
"mstr_scam_f_cust_revenue","operating_margin_2","numeric"
"mstr_scam_f_cust_revenue","doc_allocated_discount_2","numeric"
"mstr_scam_f_cust_revenue","doc_operating_revenue_2","numeric"
"mstr_scam_f_cust_revenue","doc_operating_margin_2","numeric"
"mstr_scam_f_cust_revenue","ref_allocated_discount_2","numeric"
"mstr_scam_f_cust_revenue","ref_operating_revenue_2","numeric"
"mstr_scam_f_cust_revenue","ref_operating_margin_2","numeric"
"mstr_scam_f_cust_revenue","doc_commission_mp","numeric"
"mstr_scam_f_cust_revenue","ref_commission_mp","numeric"
"mstr_scam_f_cust_revenue","allocated_discount_3","numeric"
"mstr_scam_f_cust_revenue","operating_revenue_3","numeric"
"mstr_scam_f_cust_revenue","operating_margin_3","numeric"
"mstr_scam_f_cust_revenue","doc_allocated_discount_3","numeric"
"mstr_scam_f_cust_revenue","doc_operating_revenue_3","numeric"
"mstr_scam_f_cust_revenue","doc_operating_margin_3","numeric"
"mstr_scam_f_cust_revenue","ref_allocated_discount_3","numeric"
"mstr_scam_f_cust_revenue","ref_operating_revenue_3","numeric"
"mstr_scam_f_cust_revenue","ref_operating_margin_3","numeric"
"mstr_scam_f_cust_revenue","pl_revenue","numeric"
"mstr_scam_f_cust_revenue","pl_revenue_original","numeric"
"mstr_scam_f_cust_revenue","doc_pl_revenue","numeric"
"mstr_scam_f_cust_revenue","doc_pl_revenue_original","numeric"
"mstr_scam_f_cust_revenue","ref_pl_revenue","numeric"
"mstr_scam_f_cust_revenue","ref_pl_revenue_original","numeric"
"mstr_scam_f_cust_revenue","charge_id","bigint"
"mstr_scam_f_cust_revenue","asset_id","bigint"
"mstr_scam_f_cust_revenue","agent_id","bigint"
"mstr_scam_f_cust_revenue","created","timestamp without time zone"
"mstr_scam_f_cust_revenue","commission_mp","numeric"
"mstr_scam_f_cust_revenue","points_discount_2","numeric"
"mstr_scam_f_cust_revenue","doc_points_discount_2","numeric"
"mstr_scam_f_cust_revenue","ref_points_discount_2","numeric"
"mstr_scam_f_cust_revenue","discount1","numeric"
"mstr_scam_f_cust_revenue","doc_discount1","numeric"
"mstr_scam_f_cust_revenue","ref_discount1","numeric"
"mstr_scam_f_cust_revenue","discount2","numeric"
"mstr_scam_f_cust_revenue","doc_discount2","numeric"
"mstr_scam_f_cust_revenue","ref_discount2","numeric"
"mstr_scam_f_cust_revenue","discount3","numeric"
"mstr_scam_f_cust_revenue","doc_discount3","numeric"
"mstr_scam_f_cust_revenue","ref_discount3","numeric"
"mstr_scam_f_cust_revenue","discount4","numeric"
"mstr_scam_f_cust_revenue","doc_discount4","numeric"
"mstr_scam_f_cust_revenue","ref_discount4","numeric"
"mstr_scam_f_cust_revenue","discount5","numeric"
"mstr_scam_f_cust_revenue","doc_discount5","numeric"
"mstr_scam_f_cust_revenue","ref_discount5","numeric"
"mstr_scam_f_cust_revenue","discount6","numeric"
"mstr_scam_f_cust_revenue","doc_discount6","numeric"
"mstr_scam_f_cust_revenue","ref_discount6","numeric"
"mstr_scam_f_cust_revenue","package_discount","numeric"
"mstr_scam_f_cust_revenue","doc_package_discount","numeric"
"mstr_scam_f_cust_revenue","ref_package_discount","numeric"
"mstr_scam_f_cust_revenue","voucher_discount","numeric"
"mstr_scam_f_cust_revenue","doc_voucher_discount","numeric"
"mstr_scam_f_cust_revenue","ref_voucher_discount","numeric"
"mstr_scam_f_cust_revenue","is_dirty","boolean"
"mstr_sdam_f_deliv_doc_item","f_deliv_doc_item_id","bigint"
"mstr_sdam_f_deliv_doc_item","tenant_id","bigint"
"mstr_sdam_f_deliv_doc_item","org_id","bigint"
"mstr_sdam_f_deliv_doc_item","deliv_doc_line_id","bigint"
"mstr_sdam_f_deliv_doc_item","deliv_doc_line_no","bigint"
"mstr_sdam_f_deliv_doc_item","deliv_doc_id","bigint"
"mstr_sdam_f_deliv_doc_item","deliv_date","timestamp without time zone"
"mstr_sdam_f_deliv_doc_item","bpartner_id","bigint"
"mstr_sdam_f_deliv_doc_item","sales_rep_id","bigint"
"mstr_sdam_f_deliv_doc_item","deliv_location_id","bigint"
"mstr_sdam_f_deliv_doc_item","deliv_salesregion_id","bigint"
"mstr_sdam_f_deliv_doc_item","prod_id","bigint"
"mstr_sdam_f_deliv_doc_item","warehouse_id","bigint"
"mstr_sdam_f_deliv_doc_item","sales_doc_id","bigint"
"mstr_sdam_f_deliv_doc_item","sales_doc_line_id","bigint"
"mstr_sdam_f_deliv_doc_item","deliv_doc_type_id","bigint"
"mstr_sdam_f_deliv_doc_item","deliv_doc_currency_id","bigint"
"mstr_sdam_f_deliv_doc_item","qty_delivered","numeric"
"mstr_sdam_f_deliv_doc_item","prod_volume","numeric"
"mstr_sdam_f_deliv_doc_item","prod_netweight","numeric"
"mstr_sdam_f_deliv_doc_item","net_amt_delivered","numeric"
"mstr_sdam_f_deliv_doc_item","doc_net_amt_delivered","numeric"
"mstr_sdam_f_deliv_doc_item","ref_net_amt_delivered","numeric"
"mstr_sdam_f_deliv_doc_item","created","timestamp without time zone"
"mstr_sdam_f_deliv_doc_item","cost_center_id","bigint"
"mstr_sdam_f_deliv_doc_item","project_id","bigint"
"mstr_sdam_f_deliv_doc_item","project_phase_id","bigint"
"mstr_sdam_f_deliv_doc_item","activity_id","bigint"
"mstr_sdam_f_deliv_doc_item","campaign_id","bigint"
"mstr_sdam_f_deliv_doc_item","project_task_id","bigint"
"mstr_sdam_f_deliv_doc_item","charge_id","bigint"
"mstr_sdam_f_deliv_doc_item","completed_date","timestamp without time zone"
"mstr_sdam_f_deliv_doc_item","pricelist_id","bigint"
"mstr_sdam_f_deliv_doc_item","asset_id","bigint"
"mstr_sdam_f_deliv_doc_item","shipper_id","bigint"
"mstr_sdam_f_deliv_doc_item","is_dirty","boolean"
"mstr_sdam_f_sales_doc_item","f_sales_doc_item_id","bigint"
"mstr_sdam_f_sales_doc_item","tenant_id","bigint"
"mstr_sdam_f_sales_doc_item","org_id","bigint"
"mstr_sdam_f_sales_doc_item","sales_doc_line_id","bigint"
"mstr_sdam_f_sales_doc_item","sales_doc_id","bigint"
"mstr_sdam_f_sales_doc_item","sales_doc_currency_id","numeric"
"mstr_sdam_f_sales_doc_item","sales_doc_type_id","bigint"
"mstr_sdam_f_sales_doc_item","order_date","timestamp without time zone"
"mstr_sdam_f_sales_doc_item","bpartner_id","bigint"
"mstr_sdam_f_sales_doc_item","sales_rep_id","bigint"
"mstr_sdam_f_sales_doc_item","prod_id","bigint"
"mstr_sdam_f_sales_doc_item","warehouse_id","bigint"
"mstr_sdam_f_sales_doc_item","qty_ordered","numeric"
"mstr_sdam_f_sales_doc_item","qty_not_delivered","numeric"
"mstr_sdam_f_sales_doc_item","prod_volume","numeric"
"mstr_sdam_f_sales_doc_item","prod_netweight","numeric"
"mstr_sdam_f_sales_doc_item","net_amt_ordered","numeric"
"mstr_sdam_f_sales_doc_item","net_amt_not_delivered","numeric"
"mstr_sdam_f_sales_doc_item","doc_net_amt_ordered","numeric"
"mstr_sdam_f_sales_doc_item","doc_net_amt_not_delivered","numeric"
"mstr_sdam_f_sales_doc_item","ref_net_amt_ordered","numeric"
"mstr_sdam_f_sales_doc_item","ref_net_amt_not_delivered","numeric"
"mstr_sdam_f_sales_doc_item","created","timestamp without time zone"
"mstr_sdam_f_sales_doc_item","bp_location_id","bigint"
"mstr_sdam_f_sales_doc_item","doc_net_amt_not_invoiced","numeric"
"mstr_sdam_f_sales_doc_item","invoice_bpartner_id","bigint"
"mstr_sdam_f_sales_doc_item","invoice_location_id","bigint"
"mstr_sdam_f_sales_doc_item","net_amt_not_invoiced","numeric"
"mstr_sdam_f_sales_doc_item","qty_not_invoiced","numeric"
"mstr_sdam_f_sales_doc_item","ref_net_amt_not_invoiced","numeric"
"mstr_scam_f_cust_revenue_v","live_conn","integer"
"mstr_sdam_f_sales_doc_item","cost_center_id","bigint"
"mstr_sdam_f_sales_doc_item","project_id","bigint"
"mstr_sdam_f_sales_doc_item","project_phase_id","bigint"
"mstr_sdam_f_sales_doc_item","activity_id","bigint"
"mstr_sdam_f_sales_doc_item","campaign_id","bigint"
"mstr_sdam_f_sales_doc_item","contract_id","bigint"
"mstr_sdam_f_sales_doc_item","project_task_id","bigint"
"mstr_sdam_f_sales_doc_item","date_promised","timestamp without time zone"
"mstr_sdam_f_sales_doc_item","amt_lostsales","numeric"
"mstr_sdam_f_sales_doc_item","doc_amt_lostsales","numeric"
"mstr_sdam_f_sales_doc_item","qty_lostsales","numeric"
"mstr_sdam_f_sales_doc_item","ref_amt_lostsales","numeric"
